Security Id,Security Name,Industry
EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Other Financial Services
TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Construction & Engineering
LOKESHMACH,LOKESH MACHINES LTD.,Industrial Machinery
KAMDHENU,Kamdhenu Ltd,Iron & Steel/Interm.Products
PAUSHAKLTD,PAUSHAK LTD.,Specialty Chemicals
GTNTEX,GTN TEXTILES LTD.,Textiles
INDICAP,Inditrade Capital Limited,Other Financial Services
PFOCUS,PRIME FOCUS LTD.,Movies & Entertainment
ALLCARGO,ALLCARGO LOGISTICS LTD.,Transportation - Logistics
EASUNREYRL,EASUN REYROLLE LTD.,Other Elect.Equip./ Prod.
GMRINFRA,GMR INFRASTRUCTURE LTD.,Airport Services
TECHM,TECH MAHINDRA LTD.,IT Consulting & Software
MAHINDCIE,Mahindra CIE Automotive Limited,Other Industrial Products
VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Heavy Electrical Equipment
ATLANTA,ATLANTA LTD.,Construction & Engineering
DEEPENR,Deep Energy Resources Ltd,Integrated Oil & Gas
HOVS,HOV SERVICES LTD.,BPO/KPO
ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Transport Related Services
GEECEE,GeeCee Ventures Limited,Realty
RICHAIND,RICHA INDUSTRIES LTD.,Construction & Engineering
GAYAPROJ,GAYATRI PROJECTS LTD.,Construction & Engineering
FIEMIND,FIEM INDUSTRIES LTD.,Auto Parts & Equipment
JHS,JHS SVENDGAARD LABORATORIES LTD.,Personal Products
DCBBANK,DCB Bank Limited,Banks
GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Airlines
INSPIRISYS,Inspirisys Solutions Ltd,IT Consulting & Software
GTLINFRA,GTL INFRASTRUCTURE LTD.,Telecom Equipment
SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Auto Parts & Equipment
NAUKRI,INFO EDGE (INDIA) LTD.,Internet & Catalogue Retail
TORNTPOWER,TORRENT POWER LTD.,Electric Utilities
PARSVNATH,PARSVNATH DEVELOPERS LTD.,Realty
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Textiles
DAAWAT,LT FOODS LTD.,Packaged Foods
SOBHA,Sobha Limited,Realty
RUCHIRA,RUCHIRA PAPERS LTD.,Paper & Paper Products
TANLA,Tanla Platforms Ltd,IT Software Products
ZEEMEDIA,Zee Media Corporation Limited,Broadcasting & Cable TV
SITINET,Siti Networks Ltd,Broadcasting & Cable TV
LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Auto Parts & Equipment
AUTOIND,AUTOLINE INDUSTRIES LTD.,Auto Parts & Equipment
NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Advertising & Media
HUBTOWN,HUBTOWN LTD.,Realty
TV18BRDCST,TV18 BROADCAST LTD.,Broadcasting & Cable TV
CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,IT Software Products
TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Iron & Steel Products
REDINGTON,REDINGTON (INDIA) LTD.,Comm.Trading  & Distribution
AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Jute & Jute Products
CINELINE,Cineline India Limited,Realty
PGIL,Pearl Global Industries Limited,Other Apparels & Accessories
FSL,FIRSTSOURCE SOLUTIONS LTD.,BPO/KPO
PFC,POWER FINANCE CORPORATION LTD.,Finance (including NBFCs)
AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Realty
TFL,TRANSWARRANTY FINANCE LTD.,Finance (including NBFCs)
CANDC,C & C CONSTRUCTIONS LTD.,Construction & Engineering
INDIANB,INDIAN BANK,Banks
SMSPHARMA,SMS PHARMACEUTICALS LTD.,Pharmaceuticals
ORIENTALTL,ORIENTAL TRIMEX LTD.,Construction Materials
MINDTREE,MINDTREE LTD.,IT Consulting & Software
ELAND,E-Land Apparel Limited,Textiles
IDEA,Vodafone Idea Ltd,Telecom Services
RAJTV,RAJ TELEVISION NETWORK LTD.,Broadcasting & Cable TV
PAGEIND,PAGE INDUSTRIES LTD.,Other Apparels & Accessories
AMDIND,AMD INDUSTRIES LTD.,Containers & Packaging
LEHAR,Lehar Footwears Ltd,Footwear
ASTRAL,Astral Ltd,Plastic Products
IBREALEST,INDIABULLS REAL ESTATE LTD.,Realty
CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Specialty Chemicals
ICRA,ICRA LTD.,Other Financial Services
DISHTV,DISH TV INDIA LTD.,Broadcasting & Cable TV
SAHYADRI,SAHYADRI INDUSTRIES LTD.,Cement & Cement Products
SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Commodity Chemicals
FORTIS,FORTIS HEALTHCARE LTD.,Healthcare Facilities
TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Hotels
HILTON,HILTON METAL FORGING LTD.,Other Industrial Products
DELTACORP,DELTA CORP LTD.,Other Leisure Facilities
INSECTICID,INSECTICIDES (INDIA) LTD.,Agrochemicals
MCDHOLDING,MCDOWELL HOLDINGS LTD.,Investment Companies
ASAHISONG,ASAHI SONGWON COLORS LTD.,Specialty Chemicals
NITINFIRE,NITIN FIRE PROTECTION INDUSTRIES LTD.,Industrial Machinery
HARYNACAP,HARYANA CAPFIN LTD.,Investment Companies
TIMETECHNO,TIME TECHNOPLAST LTD.,Plastic Products
HGS,HINDUJA GLOBAL SOLUTIONS LTD.,BPO/KPO
NELCAST,NELCAST LTD.,Other Industrial Products
V2RETAIL,V2 RETAIL LTD.,Department Stores
DLF,DLF LTD.,Realty
TARMAT,TARMAT LTD.,Construction & Engineering
ANKITMETAL,ANKIT METAL & POWER LTD.,Iron & Steel/Interm.Products
SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Pharmaceuticals
HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Realty
SURYACHAKRA,SURYACHAKRA POWER CORPORATION LTD.,Electric Utilities
ADSL,ALLIED DIGITAL SERVICES LTD.,IT Consulting & Software
ALPA,ALPA LABORATORIES LTD.,Biotechnology
SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Sugar
OMAXE,OMAXE LTD.,Realty
REFEX,Refex Industries Limited,Industrial Gases
CENTRALBK,CENTRAL BANK OF INDIA,Banks
SELMCL,SEL MANUFACTURING COMPANY LTD.,Textiles
NTL,Neueon Towers Ltd,Heavy Electrical Equipment
ASIANTILES,ASIAN GRANITO INDIA LTD.,Furniture-Furnishing-Paints
KPRMILL,K.P.R. Mill Limited,Textiles
TAKE,TAKE SOLUTIONS LTD.,Pharmaceuticals
PURVA,Puravankara Ltd,Realty
MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Finance (including NBFCs)
VTMLTD,VTM LTD.,Textiles
INDOWIND,INDOWIND ENERGY LTD.,Electric Utilities
NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Investment Companies
MAGNUM,MAGNUM VENTURES LTD.,Paper & Paper Products
POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Electric Utilities
KSCL,KAVERI SEED COMPANY LTD.,Other Agricultural Products
PAISALO,Paisalo Digital Ltd,Finance (including NBFCs)
SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Construction & Engineering
MAANALU,MAAN ALUMINIUM LTD.,Aluminium
IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Construction & Engineering
PARLEIND,Parle Industries Ltd,Misc.Commercial Services
RELIGARE,RELIGARE ENTERPRISES LTD.,Other Financial Services
BVCL,BARAK VALLEY CEMENTS LTD.,Cement & Cement Products
RATHIBAR,RATHI BARS LTD.,Iron & Steel Products
ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Marine Port & Services
EDELWEISS,Edelweiss Financial Services Ltd.,Holding Companies
RGL,Renaissance Global Ltd,Other Apparels & Accessories
KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Realty
KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Hotels
JYOTHYLAB,Jyothy Labs Ltd,Household Products
ECLERX,ECLERX SERVICES LTD.,BPO/KPO
TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Heavy Electrical Equipment
BRIGADE,BRIGADE ENTERPRISES LTD.,Realty
BGRENERGY,BGR ENERGY SYSTEMS LTD.,Construction & Engineering
BURNPUR,BURNPUR CEMENT LTD.,Cement & Cement Products
MANAKSIA,MANAKSIA LTD.,Iron & Steel Products
PORWAL,PORWAL AUTO COMPONENTS LTD.,Auto Parts & Equipment
PPAP,PPAP Automotive Limited,Auto Parts & Equipment
ARIES,ARIES AGRO LTD.,Fertilizers
KUANTUM,KUANTUM PAPERS LTD.,Paper & Paper Products
RPOWER,RELIANCE POWER LTD.,Electric Utilities
JKIL,J.KUMAR INFRAPROJECTS LTD.,Construction & Engineering
CORDSCABLE,CORDS CABLE INDUSTRIES LTD.,Other Elect.Equip./ Prod.
KNRCON,KNR CONSTRUCTIONS LTD.,Construction & Engineering
ONMOBILE,OnMobile Global Ltd.,Other Telecom Services
SHRIRAMEPC,SHRIRAM EPC LTD.,Construction & Engineering
BANG,BANG OVERSEAS LTD.,Other Apparels & Accessories
IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,Roads & Highways
GSS,GSS INFOTECH LTD.,IT Consulting & Software
NAHARCAP,NAHAR CAPITAL & FINANCIAL SERVICES LTD.,Investment Companies
VGUARD,V-GUARD INDUSTRIES LTD.,Other Elect.Equip./ Prod.
RECLTD,REC Ltd,Finance (including NBFCs)
AJRINFRA,AJR Infra And Tolling Ltd,Construction & Engineering
DHANI,Dhani Services Ltd,Other Financial Services
TWL,TITAGARH WAGONS LTD.,Commercial Vehicles
KIRIINDUS,KIRI INDUSTRIES LTD.,Specialty Chemicals
SANKHYAIN,SANKHYA INFOTECH LTD.,IT Software Products
BIRLAMONEY,ADITYA BIRLA MONEY LTD.-$,Other Financial Services
AISHWARYA,Aishwarya Technologies And Telecom Ltd,Telecom Equipment
JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,Iron & Steel/Interm.Products
BAJAJ-AUTO,BAJAJ AUTO LTD.,2/3 Wheelers
BAJAJFINSV,BAJAJ FINSERV LTD.,Holding Companies
GOKUL,GOKUL REFOILS & SOLVENT LTD.,Edible Oils
RPGLIFE,RPG LIFE SCIENCES LTD.,Pharmaceuticals
KTKSENSEX,KOTAK SENSEX ETF,Other Financial Services
NIRAJ,NIRAJ CEMENT STRUCTURALS LTD.,Construction & Engineering
RBL,RANE BRAKE LINING LTD.,Auto Parts & Equipment
RANEENGINE,RANE ENGINE VALVE LTD.,Auto Parts & Equipment
BAFNAPHARM,BAFNA PHARMACEUTICALS LTD.,Pharmaceuticals
CHLLTD,CHL LTD.,Hotels
ARCHIDPLY,ARCHIDPLY INDUSTRIES LTD.,Forest Products
LEHIL,Lotus Eye Hospital And Institute Ltd,Healthcare Facilities
SOMICONV,SOMI CONVEYOR BELTINGS LTD.,Industrial Machinery
LGBFORGE,LGB FORGE LTD.,Other Industrial Products
LPDC,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.,Realty
SICAGEN,SICAGEN INDIA LTD.,Comm.Trading  & Distribution
SIMPLXMIL,SIMPLEX MILLS COMPANY LTD.,Textiles
SIMPLXPAP,SIMPLEX PAPERS LTD.,Paper & Paper Products
20MICRONS,20 MICRONS LTD.,Mining
WABCOINDIA,WABCO INDIA LTD.,Auto Parts & Equipment
ALKALI,ALKALI METALS LTD.,Specialty Chemicals
ISGEC,ISGEC Heavy Engineering Ltd,Industrial Machinery
IMFA,INDIAN METALS & FERRO ALLOYS LTD.,Iron & Steel/Interm.Products
VEDAVAAG,VEDAVAAG SYSTEMS LTD.,Internet Software & Services
MANJEERA,MANJEERA CONSTRUCTIONS LTD.,Realty
MOLDTKPAC,Mold-Tek Packaging Limited,Containers & Packaging
MHRIL,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.,Hotels
EXCEL,Excel Realty N Infra Ltd,BPO/KPO
RAJOIL,RAJ OIL MILLS LTD.,Edible Oils
BENGALASM,BENGAL & ASSAM COMPANY LTD.,Finance (including NBFCs)
ADANIPOWER,ADANI POWER LTD.,Electric Utilities
NHPC,NHPC LTD.,Electric Utilities
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,Textiles
GLOBUSSPR,GLOBUS SPIRITS LTD.,Breweries & Distilleries
OIL,OIL INDIA LTD.,Exploration & Production
RNAVAL,Reliance Naval and Engineering Ltd,Defence
BTTL,BHILWARA TECHNICAL TEXTILES LTD.,Textiles
SPSL,SHREE PRECOATED STEELS LTD.,Iron & Steel Products
EXPLEOSOL,Expleo Solutions Ltd,IT Consulting & Software
RTNPOWER,RattanIndia Power Limited,Electric Utilities
DEN,Den Networks Ltd,Broadcasting & Cable TV
ASTEC,ASTEC LIFESCIENCES LIMITED,Agrochemicals
COX&KINGS,Cox & Kings Limited,Travel Support Services
DLINKINDIA,D-Link (India) Ltd,IT Networking Equipment
JSWENERGY,JSW Energy Ltd,Electric Utilities
ESSARSEC,Essar Securities Ltd,Other Financial Services
GODREJPROP,Godrej Properties Ltd,Realty
DBCORP,D B Corp Ltd,Publishing
MBLINFRA,MBL Infrastructures Ltd,Construction & Engineering
JUBLFOOD,Jubilant FoodWorks Ltd,Restaurants
VASCONEQ,Vascon Engineers Ltd,Realty
THANGAMAYL,Thangamayil Jewellery Ltd,Other Apparels & Accessories
DBREALTY,D B Realty Ltd,Realty
EMMBI,Emmbi Industries Ltd,Containers & Packaging
HATHWAY,Hathway Cable & Datacom Ltd,Broadcasting & Cable TV
ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LTD.,Construction & Engineering
TEXMOPIPES,TEXMO PIPES & PRODUCTS LTD.,Plastic Products
SUNDARAM,SUNDARAM MULTI PAP LTD.,Comm.Printing/Stationery
COROENGG,COROMANDEL ENGINEERING COMPANY LTD.,Construction & Engineering
ROSSELLIND,ROSSELL INDIA LTD.,Tea & Coffee
MANINFRA,MAN INFRACONSTRUCTION LTD.,Construction & Engineering
TAMBOLI,TAMBOLI CAPITAL LTD.,Investment Companies
IL&FSTRANS,IL&FS Transportation Networks Ltd,Roads & Highways
PERSISTENT,PERSISTENT SYSTEMS LTD.,IT Consulting & Software
ISFT,INTRASOFT TECHNOLOGIES LTD.,Internet & Catalogue Retail
GOENKA,GOENKA DIAMOND & JEWELS LTD.,Other Apparels & Accessories
KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,Sugar
KECL,Kirloskar Electric Company Ltd,Other Elect.Equip./ Prod.
NEH,Nel Holdings South Ltd,Realty
TARAPUR,Tarapur Transformers Ltd,Heavy Electrical Equipment
SJVN,SJVN Ltd,Electric Utilities
JPINFRATEC,Jaypee Infratech Ltd,Roads & Highways
EMAMIPAP,EMAMI PAPER MILLS LTD.,Paper & Paper Products
KRITINUT,Kriti Nutrients Ltd,Edible Oils
GKB,GKB OPHTHALMICS LTD.,Healthcare Services
HMVL,HINDUSTAN MEDIA VENTURES LTD.,Publishing
EMAMIREAL,Emami Realty Ltd,Realty
AHLWEST,ASIAN HOTELS (WEST) LTD.,Hotels
AHLEAST,ASIAN HOTELS (EAST) LTD.,Hotels
BAJAJCON,Bajaj Consumer Care Ltd,Personal Products
PRAKASHSTL,PRAKASH STEELAGE LTD.,Iron & Steel Products
GPPL,GUJARAT PIPAVAV PORT LTD.,Marine Port & Services
WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,Investment Companies
INDOSOLAR,INDOSOLAR LTD.,Other Elect.Equip./ Prod.
SASTASUNDR,Sastasundar Ventures Ltd,Healthcare Services
CAREERP,CAREER POINT LTD.,Education
EROSMEDIA,EROS INTERNATIONAL MEDIA LTD.,Movies & Entertainment
RAMKY,RAMKY INFRASTRUCTURE LTD.,Construction & Engineering
GREENPOWER,ORIENT GREEN POWER COMPANY LTD.,Electric Utilities
GALLISPAT,GALLANTT ISPAT LTD.,Iron & Steel/Interm.Products
CANTABIL,CANTABIL RETAIL INDIA LTD.,Other Apparels & Accessories
WABAG,VA TECH WABAG LTD.,Utilities:Non-Elec.
BEDMUTHA,BEDMUTHA INDUSTRIES LTD.,Iron & Steel Products
ASHOKA,ASHOKA BUILDCON LTD.,Roads & Highways
CEBBCO,COMMERCIAL ENGINEERS & BODY BUILDERS CO. LTD.,Commercial Vehicles
OBEROIRLTY,OBEROI REALTY LTD.,Realty
PRESTIGE,PRESTIGE ESTATES PROJECTS LTD.,Realty
GAL,GYSCOAL ALLOYS LTD.,Iron & Steel/Interm.Products
COALINDIA,COAL INDIA LTD.,Coal
GRAVITA,GRAVITA INDIA LTD.,Other Non-Ferrous Metals
RPPINFRA,RPP INFRA PROJECTS LTD.,Construction & Engineering
RDBRIL,RDB REALTY & INFRASTRUCTURE LTD.,Realty
MOIL,MOIL LTD.,Mining
ZEELEARN,ZEE LEARN LTD.,Education
KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.,Transportation - Logistics
A2ZINFRA,A2Z Infra Engineering Limited,Construction & Engineering
KIRLOSENG,KIRLOSKAR OIL ENGINES LTD.,Industrial Machinery
RKDL,RAVI KUMAR DISTILLERIES LTD.,Breweries & Distilleries
PSB,PUNJAB & SIND BANK,Banks
FMNL,FUTURE MARKET NETWORKS LTD.,Department Stores
SURANASOL,Surana Solar Limited,Electronic Components
KICL,KALYANI INVESTMENT COMPANY LTD.,Investment Companies
BFINVEST,BF INVESTMENT LTD.,Holding Companies
SUMMITSEC,SUMMIT SECURITIES LTD.,Investment Companies
INOVSYNTH,INNOVASSYNTH INVESTMENTS LTD.,Holding Companies
STEL,STEL Holdings Ltd,Holding Companies
OMKARCHEM,OMKAR SPECIALITY CHEMICALS LTD.,Specialty Chemicals
JUBLINDS,JUBILANT INDUSTRIES LTD.,Specialty Chemicals
TEXRAIL,TEXMACO RAIL & ENGINEERING LTD.,Construction & Engineering
INDTERRAIN,INDIAN TERRAIN FASHIONS LTD.,Other Apparels & Accessories
FCL,FINEOTEX CHEMICAL LTD.,Specialty Chemicals
DHUNINV,DHUNSERI INVESTMENTS LTD.,Investment Companies
ZENTEC,ZEN TECHNOLOGIES LTD.,Defence
LOVABLE,LOVABLE LINGERIE LTD.,Other Apparels & Accessories
PFS,PTC INDIA FINANCIAL SERVICES LTD.,Finance (including NBFCs)
TCIDEVELOP,TCI DEVELOPERS LTD.,Realty
MUTHOOTFIN,MUTHOOT FINANCE LTD.,Finance (including NBFCs)
FCONSUMER,Future Consumer Ltd,Packaged Foods
CNOVAPETRO,CIL NOVA PETROCHEMICALS LTD.,Textiles
VMS,VMS INDUSTRIES LTD.,Marine Port & Services
KARMAENG,KARMA ENERGY LTD.,Electric Utilities
DELPHIFX,Delphi World Money Ltd,Other Financial Services
RUSHIL,RUSHIL DECOR LTD.,Forest Products
ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,Auto Parts & Equipment
KRIINFRA,Kridhan Infra Limited,Construction & Engineering
INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,Other Financial Services
L&TFH,L&T FINANCE HOLDINGS LTD.,Holding Companies
YAARII,Yaarii Digital Integrated Services Ltd,Comm.Trading  & Distribution
TREEHOUSE,TREE HOUSE EDUCATION & ACCESSORIES LTD.,Education
BROOKS,BROOKS LABORATORIES LTD.,Pharmaceuticals
RUPA,RUPA & COMPANY LTD.,Other Apparels & Accessories
TDPOWERSYS,T D POWER SYSTEMS LTD.,Heavy Electrical Equipment
APLLTD,ALEMBIC PHARMACEUTICALS LTD.,Pharmaceuticals
VASWANI,VASWANI INDUSTRIES LTD.,Iron & Steel/Interm.Products
PGEL,PG ELECTROPLAST LTD.,Consumer Electronics
LESHAIND,LESHA INDUSTRIES LTD.,Investment Companies
SETUINFRA,Setubandhan Infrastructure Ltd,Construction & Engineering
RDBRL,RDB RASAYANS LTD.,Plastic Products
TIJARIA,TIJARIA POLYPIPES LTD.,Plastic Products
ONELIFECAP,ONELIFE CAPITAL ADVISORS LTD.,Other Financial Services
FLEXITUFF,Flexituff Ventures International Ltd,Plastic Products
UJAAS,Ujaas Energy Limited,Heavy Electrical Equipment
TRITURBINE,TRIVENI TURBINE LTD.,Heavy Electrical Equipment
INDOTHAI,INDO THAI SECURITIES LTD.,Other Financial Services
ESSARSHPNG,ESSAR SHIPPING LTD.,Shipping
APLAPOLLO,APL APOLLO TUBES LTD.,Iron & Steel Products
GPTINFRA,GPT INFRAPROJECTS LTD.,Construction & Engineering
FERVENTSYN,FERVENT SYNERGIES LTD.,Pharmaceuticals
THOMASCOTT,THOMAS SCOTT (INDIA) LIMITED,Other Apparels & Accessories
TERASOFT,TERA SOFTWARE LTD.,IT Consulting & Software
PMCFIN,PMC Fincorp Limited,Finance (including NBFCs)
FUTSOL,FUTURISTIC SOLUTIONS LTD.,Other Financial Services
RHIM,Rhi Magnesita India Ltd,Other Industrial Goods
MCX,MULTI COMMODITY EXCHANGE OF INDIA LTD.,Investment Companies
PYXISFIN,Pyxis Finvest Ltd,Finance (including NBFCs)
SCHNEIDER,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.,Heavy Electrical Equipment
OLPCL,OLYMPIC CARDS LTD.,Gift Articles-Toys & Cards 
NBCC,NBCC (India) Ltd,Construction & Engineering
MTEDUCARE,MT EDUCARE LTD.,Education
HEXATRADEX,HEXA TRADEX LTD.,Comm.Trading  & Distribution
MAXHEIGHTS,MAXHEIGHTS INFRASTRUCTURE LTD.,Realty
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LTD.,Other Apparels & Accessories
VSSL,VARDHMAN SPECIAL STEELS LTD.,Iron & Steel Products
LOOKS,Looks Health Services Limited,Healthcare Facilities
SPECIALITY,SPECIALITY RESTAURANTS LTD.,Restaurants
LYPSAGEMS,Lypsa Gems & Jewellery Ltd,Other Apparels & Accessories
MASL,MAX ALERT SYSTEMS LTD.,Industrial Machinery
RTNINDIA,Rattanindia Enterprises Ltd,Electric Utilities
SEPOWER,S.E. POWER LTD.,Electric Utilities
JTLINFRA,JTL INFRA LTD.,Iron & Steel Products
AMTL,ADVANCE METERING TECHNOLOGY LTD.,Electric Utilities
NECCLTD,NORTH EASTERN CARRYING CORPORATION LTD.,Transportation - Logistics
WAAREERTL,Waaree Renewable Technologies Ltd,Electric Utilities
JUPITERIN,JUPITER INFOMEDIA LTD.,Internet & Catalogue Retail
VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,Containers & Packaging
JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,IT Consulting & Software
DUCON,Ducon Infratechnologies Ltd,Comm.Trading  & Distribution
PROZONINTU,Prozone Intu Properties Limited,Realty
SRGHFL,SRG HOUSING FINANCE LTD.,Housing Finance 
COMCL,COMFORT COMMOTRADE LTD.,Other Financial Services
BITL,BRONZE INFRA-TECH LTD.,Construction & Engineering
INTELLADV,INTELLIVATE CAPITAL ADVISORS LTD.,Other Financial Services
SUPREMEX,Supremex Shine Steels Ltd,Iron & Steel/Interm.Products
VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,Education
ZUARI,ZUARI AGRO CHEMICALS LTD.,Fertilizers
STEELXIND,STEEL EXCHANGE INDIA LTD.,Iron & Steel/Interm.Products
TRIOMERC,TRIO MERCANTILE & TRADING LTD.,Other Financial Services
CIGNITI,CIGNITI TECHNOLOGIES LTD.,IT Consulting & Software
CDG,CDG Petchem Ltd,Plastic Products
CARERATING,CARE Ratings Ltd,Other Financial Services
PCJEWELLER,PC JEWELLER LTD.,Other Apparels & Accessories
INDUSTOWER,Indus Towers Ltd,Other Telecom Services
VMART,V-MART RETAIL LTD.,Department Stores
NIBE,NIBE Ltd,Textiles
MUKTA,Mukta Agriculture Ltd,Comm.Trading  & Distribution
MYSTICELE,Mystic Electronics Ltd,Comm.Trading  & Distribution
COMFINCAP,COMFORT FINCAP LTD.,Finance (including NBFCs)
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,-
BMAL,BOTHRA METALS & ALLOYS LTD.,Aluminium
REPCOHOME,REPCO HOME FINANCE LTD.,Housing Finance 
LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LTD.,Textiles
GCMSECU,GCM Securities Ltd,Other Financial Services
NIBL,NRB INDUSTRIAL BEARINGS LTD.,Other Industrial Goods
KIFS,KIFS FINANCIAL SERVICES LTD.,Finance (including NBFCs)
SREEL,SREELEATHERS LTD.,Footwear
SHARDA,Sharda Motor Industries Ltd,Auto Parts & Equipment
BINNYMILLS,BINNY MILLS LTD.,Comm.Trading  & Distribution
SVGLOBAL,S V GLOBAL MILL LTD.,Realty
SDC,SDC Techmedia Ltd,Movies & Entertainment
JUSTDIAL,JUST DIAL LTD.,Publishing
OONE,OBJECTONE INFORMATION SYSTEMS LTD.,IT Consulting & Software
IFINSEC,INDIA FINSEC LTD.,Finance (including NBFCs)
BRAHMINFRA,BRAHMAPUTRA INFRASTRUCTURE LTD.,Construction & Engineering
ORIENTCEM,Orient Cement Ltd,Cement & Cement Products
ABFRL,Aditya Birla Fashion and Retail Ltd,Other Apparels & Accessories
IBULHSGFIN,Indiabulls Housing Finance Ltd,Housing Finance 
MMLF,Money Masters Leasing & Finance Ltd,Finance (including NBFCs)
ALSL,Alacrity Securities Ltd,Other Financial Services
GCMCOMM,GCM Commodity & Derivatives Ltd,Other Financial Services
KUSHAL,Kushal Ltd,Comm.Trading  & Distribution
TIGERLOGS,Tiger Logistics (India) Ltd,Transportation - Logistics
RJBIOTECH,R J Bio-Tech Ltd,Other Agricultural Products
JK AGRI,JK Agri Genetics Ltd,Other Agricultural Products
FLFL,Future Lifestyle Fashions Ltd,Department Stores
TRIMURTHI,Trimurthi Ltd,Food & Drugs Retailing
PVVINFRA,PVV Infra Ltd,Construction & Engineering
VCU,VCU Data Management Ltd,IT Networking Equipment
INDRENEW,IND Renewable Energy Ltd,Electric Utilities
SRGSFL,S R G Securities Finance Ltd,Finance (including NBFCs)
ACFSL,Amrapali Capital and Finance Services Ltd,Finance (including NBFCs)
STELLAR,Stellar Capital Services Ltd,Other Financial Services
FIVEXTRADE,Five X Tradecom Ltd,Other Financial Services
JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Other Financial Services
YURANUS,Yuranus Infrastructure Ltd,Construction & Engineering
INTELSOFT,Integra Telecommunication & Software Ltd,IT Consulting & Software
MOM100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,-
BPCAP,B. P. Capital Ltd,Finance (including NBFCs)
CPL,Captain Polyplast Ltd,Plastic Products
ICICINIFTY,ICICI Prudential Nifty ETF,-
ICICINF100,ICICI Prudential Nifty 100 ETF,-
ARNOLD,Arnold Holdings Ltd,Finance (including NBFCs)
SUNLOC,Sunil Healthcare Ltd,Pharmaceuticals
RCIIND,RCI Industries & Technologies Ltd,Comm.Trading  & Distribution
SUYOG,Suyog Telematics Ltd,Other Telecom Services
NATHBIOGEN,Nath Bio-Genes (India) Ltd,Other Agricultural Products
AGRITECH,Agri- Tech (India) Ltd,Other Agricultural Products
CHEMTECH,Chemtech Industrial Valves Ltd,Industrial Machinery
TAAZAINT,Taaza International Ltd,Department Stores
NETFNIF100,NIPPON INDIA ETF NIFTY 100,-
AGRIMONY,Agrimony Commodities Ltd,Comm.Trading  & Distribution
VIAANINDUS,Viaan Industries Ltd,Houseware
DENISCHEM,Denis Chem Lab Ltd,Pharmaceuticals
POLYMAC,Polymac Thermoformers Ltd,Plastic Products
UNISHIRE,Unishire Urban Infra Ltd,Realty
LAXMIPATI,Laxmipati Engineering Works Ltd,Commercial Vehicles
ETT,ETT Ltd,Realty
